date,venue_code,race_no,boat_no,racer_grade_num,win_rate,local_win_rate,national_2rate,local_2rate,st_avg,fly_count,motor_rate,exhibition_time,exhibition_st,tilt,is_night,wind_speed,rank,is_first
20250714,2,9,5,3,5.97,6.93,0.3979999999999999,0.6071,0.15,0,0.3990999999999999,6.95,0.0,-0.5,0,,2,0
20250714,2,9,1,2,3.3,0.0,0.1110999999999999,0.0,0.17,1,0.3187,6.9,0.0,0.0,0,,3,0
20250714,2,9,3,3,5.91,5.31,0.4103,0.3443,0.17,0,0.3615,6.92,0.5,0.0,0,,4,0
20250714,2,9,6,4,6.91,5.19,0.5814,0.3243,0.17,0,0.3347,6.98,0.0,0.0,0,,5,0
20250714,2,9,4,2,4.38,4.15,0.2203,0.1818,0.18,0,0.3,6.96,0.0,-0.5,0,,6,0
20250714,2,10,3,4,6.22,6.38,0.43,0.5625,0.15,1,0.3743999999999999,6.85,0.0,-0.5,0,,1,1
20250714,2,10,5,4,7.04,7.5,0.5468999999999999,0.6333,0.15,0,0.3496,6.98,0.0,-0.5,0,,2,0
20250714,2,10,6,3,5.63,5.65,0.3306,0.3478,0.16,0,0.3463,6.99,0.0,-0.5,0,,3,0
20250714,2,10,1,3,6.23,5.15,0.4724,0.3407,0.14,1,0.3385,6.78,0.0,-0.5,0,,4,0
20250714,2,10,4,2,5.12,5.09,0.2941,0.2727,0.15,0,0.4043,6.96,0.0,-0.5,0,,5,0
20250714,2,10,2,2,5.53,5.73,0.3953,0.2667,0.17,0,0.4279,6.92,0.0,-0.5,0,,6,0
20250714,2,11,2,4,6.35,8.71,0.487,0.8571,0.17,0,0.3772999999999999,6.8,0.0,-0.5,0,,1,1
20250714,2,11,5,3,6.32,7.48,0.3945,0.5484,0.12,0,0.3005,6.86,0.0,-0.5,0,,2,0
20250714,2,11,1,4,6.65,5.23,0.4926,0.1923,0.15,1,0.3779999999999999,6.88,0.0,-0.5,0,,3,0
20250714,2,11,4,2,4.1,4.03,0.2165,0.1724,0.22,0,0.3402,6.96,1.0,-0.5,0,,4,0
20250714,2,11,3,2,4.61,4.88,0.2738,0.2941,0.17,0,0.3057,6.95,0.0,-0.5,0,,5,0
20250714,2,11,6,3,5.38,4.45,0.3303999999999999,0.2581,0.21,0,0.2984,6.97,0.0,-0.5,0,,6,0
20250714,2,12,6,4,6.69,6.38,0.4316,0.5,0.12,0,0.3509,6.96,1.0,0.0,0,,1,1
20250714,2,12,1,4,7.55,8.04,0.6132,0.76,0.16,1,0.3529,6.88,0.0,-0.5,0,,2,0
20250714,2,12,3,3,5.55,4.67,0.3504,0.2221999999999999,0.15,0,0.292,6.88,0.0,0.0,0,,3,0
20250714,2,12,5,3,5.54,5.8,0.4050999999999999,0.4332999999999999,0.14,0,0.3868,6.92,0.0,0.0,0,,4,0
20250714,2,12,2,2,5.26,5.44,0.3061,0.36,0.16,0,0.347,6.87,0.0,0.0,0,,5,0
20250714,2,12,4,2,4.93,0.0,0.2143,0.0,0.16,0,0.3148,6.99,0.0,-0.5,0,,6,0
20250714,4,1,1,2,4.87,5.14,0.2885,0.2857,0.17,1,0.7059000000000001,6.82,0.0,0.0,0,,1,1
20250714,4,1,2,2,4.0,5.66,0.2178999999999999,0.3103,0.16,0,0.3333,6.91,0.0,0.0,0,,2,0
20250714,4,1,3,2,5.35,6.18,0.3333,0.4412,0.17,0,0.3913,6.86,0.0,-0.5,0,,3,0
20250714,4,1,5,3,6.36,6.05,0.5,0.4146,0.16,0,0.2609,6.84,0.0,-0.5,0,,4,0
20250714,4,1,4,2,4.32,5.12,0.2703,0.2941,0.18,0,0.4118,6.87,0.0,-0.5,0,,5,0
20250714,4,1,6,1,1.14,0.0,0.0,0.0,,0,0.5882000000000001,6.81,0.0,-0.5,0,,6,0
20250714,4,2,1,4,7.0,6.0,0.5648,0.4048,0.15,0,0.125,6.89,0.0,-0.5,0,,1,1
20250714,4,2,5,2,5.94,6.1,0.3846,0.3,0.17,0,0.35,6.87,0.5,-0.5,0,,2,0
20250714,4,2,6,2,4.58,5.23,0.2157,0.275,0.19,0,0.4706,6.91,1.0,0.0,0,,3,0
20250714,4,2,2,2,3.88,5.07,0.1558,0.2667,0.21,0,0.4090999999999999,6.92,0.0,0.0,0,,4,0
20250714,4,2,4,2,4.29,4.76,0.2,0.26,0.18,0,0.3157999999999999,6.88,0.0,-0.5,0,,5,0
20250714,4,2,3,1,2.88,2.24,0.0769,0.0951999999999999,0.25,0,0.4167,6.86,0.0,0.0,0,,6,0
20250714,4,3,2,2,4.19,5.7,0.2022,0.4,0.17,0,0.4167,6.83,0.0,0.0,0,,1,1
20250714,4,3,4,3,5.81,5.73,0.3459,0.4667,0.17,0,0.3913,6.81,0.0,-0.5,0,,2,0
20250714,4,3,3,3,5.55,6.0,0.2747,0.2,0.18,0,0.1739,6.71,0.0,0.0,0,,3,0
20250714,4,3,5,3,6.44,7.25,0.4397,0.65,0.18,0,0.125,6.94,0.0,-0.5,0,,4,0
20250714,4,3,1,2,4.66,5.44,0.2625,0.3646999999999999,0.15,0,0.2221999999999999,6.87,0.5,0.0,0,,5,0
20250714,4,3,6,1,1.39,0.0,0.0,0.0,,0,0.4211,7.01,0.0,-0.5,0,,6,0
20250714,4,4,2,3,5.95,8.1,0.3788,0.7,0.16,0,0.5926,6.78,0.0,0.0,0,,1,1
20250714,4,4,4,2,4.05,4.61,0.2115,0.3226,0.13,0,0.36,6.99,0.0,-0.5,0,,2,0
20250714,4,4,3,2,4.97,6.6,0.3036,0.56,0.18,0,0.25,6.84,0.0,0.0,0,,3,0
20250714,4,4,5,2,5.22,7.1,0.2967,0.6,0.17,0,0.4,6.83,0.0,0.0,0,,4,0
20250714,4,4,6,4,7.16,7.42,0.5891,0.5789,0.14,1,0.0951999999999999,6.88,1.0,-0.5,0,,5,0
20250714,4,4,1,2,3.48,3.36,0.1461,0.0909,0.21,0,0.2917,6.85,0.5,-0.5,0,,6,0
20250714,4,5,5,1,5.0,,,,,0,,6.8,0.0,0.0,0,,1,1
20250714,4,5,4,1,5.0,,,,,0,,6.94,0.0,0.0,0,,2,0
20250714,4,5,2,2,4.87,5.14,0.2885,0.2857,0.17,1,0.7059000000000001,6.89,0.0,0.0,0,,3,0
20250714,4,5,1,2,4.43,5.5,0.2065,0.3125,0.18,0,0.3478,6.86,0.5,-0.5,0,,4,0
20250714,4,5,3,2,3.99,5.71,0.1619,0.4286,0.18,0,0.2941,6.92,0.0,-0.5,0,,5,0
20250714,4,5,6,2,3.88,4.58,0.1528999999999999,0.25,0.2,2,0.2082999999999999,6.98,0.0,-0.5,0,,6,0
20250714,4,6,6,1,6.0,6.0,,,,0,,6.93,0.5,-0.5,0,,1,1
20250714,4,6,1,2,4.39,4.79,0.1724,0.2917,0.19,0,0.2778,6.95,0.0,-0.5,0,,2,0
20250714,4,6,3,4,6.78,7.96,0.4231,0.75,0.17,0,0.4118,6.93,0.0,-0.5,0,,3,0
20250714,4,6,2,3,6.06,5.42,0.4454,0.3684,0.15,0,0.2941,6.9,0.0,-0.5,0,,4,0
20250714,4,6,4,3,5.85,7.81,0.4157,0.7143,0.15,0,0.4231,6.93,0.0,-0.5,0,,5,0
20250714,4,6,5,1,1.14,0.0,0.0,0.0,,0,0.5882000000000001,6.96,0.0,-0.5,0,,6,0
20250714,4,7,1,4,6.31,6.86,0.4086999999999999,0.5068,0.15,0,0.3529,6.99,0.0,0.0,0,,1,1
20250714,4,7,6,1,6.0,,,,,0,,6.96,0.0,-0.5,0,,2,0
20250714,4,7,3,2,3.88,5.07,0.1558,0.2667,0.21,0,0.4090999999999999,6.96,0.0,0.0,0,,3,0
20250714,4,7,4,3,5.98,6.3,0.3774,0.4,0.17,0,0.4443999999999999,6.93,0.0,0.0,0,,4,0
20250714,4,7,2,2,5.37,5.14,0.4048,0.4286,0.17,0,0.28,6.91,0.0,-0.5,0,,5,0
20250714,4,8,4,4,6.67,6.84,0.5119,0.5263,0.14,0,0.4118,6.98,0.0,-0.5,0,,1,1
20250714,4,8,2,2,4.46,4.96,0.1505,0.3461999999999999,0.2,0,0.1875,6.96,0.0,-0.5,0,,2,0
20250714,4,8,1,3,6.59,6.5,0.4472,0.5,0.17,0,0.4783,6.9,0.0,0.0,0,,3,0
20250714,4,8,5,2,4.29,4.76,0.2,0.26,0.18,0,0.3157999999999999,6.86,0.0,0.0,0,,4,0
20250714,4,8,6,1,4.0,,,,,0,,6.85,0.0,0.0,0,,5,0
20250714,4,8,3,2,4.02,5.44,0.1846,0.4443999999999999,0.19,0,0.25,6.83,0.0,0.0,0,,6,0
20250714,4,9,2,2,5.15,5.54,0.3333,0.3333,0.2,0,0.35,6.86,0.0,0.0,1,,1,1
20250714,4,9,3,2,4.05,4.61,0.2115,0.3226,0.13,0,0.36,7.03,0.0,-0.5,1,,2,0
20250714,4,9,5,1,3.0,1.0,,,,0,,6.95,0.0,0.0,1,,3,0
20250714,4,9,4,1,5.0,3.0,,,,0,,6.95,0.0,-0.5,1,,4,0
20250714,4,9,6,1,2.0,,,,,0,,6.95,0.0,-0.5,1,,5,0
20250714,4,10,2,2,4.32,5.12,0.2703,0.2941,0.18,0,0.4118,6.98,0.0,-0.5,1,,1,1
20250714,4,10,1,3,5.55,6.0,0.2747,0.2,0.18,0,0.1739,6.95,0.0,0.0,1,,2,0
20250714,4,10,5,1,4.0,,,,,0,,7.03,0.0,-0.5,1,,3,0
20250714,4,10,3,1,1.0,4.0,,,,0,,7.08,0.0,-0.5,1,,4,0
20250714,4,10,6,4,6.18,6.66,0.3864,0.5057,0.15,0,0.1304,7.02,0.0,0.0,1,,5,0
20250714,4,10,4,2,4.58,5.23,0.2157,0.275,0.19,0,0.4706,7.04,1.0,0.0,1,,6,0
20250714,4,11,1,4,6.78,7.96,0.4231,0.75,0.17,0,0.4118,7.03,0.0,0.0,1,,1,1
20250714,4,11,3,3,5.95,8.1,0.3788,0.7,0.16,0,0.5926,7.07,0.0,0.0,1,,2,0
20250714,4,11,5,1,1.0,,,,,0,,7.09,0.0,0.0,1,,3,0
20250714,4,11,4,2,4.0,5.66,0.2178999999999999,0.3103,0.16,0,0.3333,7.03,0.0,0.0,1,,4,0
20250714,4,11,2,3,6.44,7.25,0.4397,0.65,0.18,0,0.125,7.1,0.0,0.0,1,,5,0
20250714,4,11,6,1,1.0,,,,,0,,7.13,0.0,0.0,1,,6,0
20250714,4,12,1,4,6.55,6.65,0.4576,0.3529,0.16,0,0.3333,6.89,0.0,0.0,1,,1,1
20250714,4,12,5,1,6.0,,,,,0,,7.18,0.0,-0.5,1,,2,0
20250714,4,12,3,3,6.2,7.0,0.3814,0.4347999999999999,0.17,0,0.1818,7.09,0.0,-0.5,1,,3,0
20250714,4,12,6,1,5.0,,,,,0,,7.1,0.0,0.0,1,,4,0
20250714,4,12,2,1,1.0,,,,,0,,7.03,0.0,0.0,1,,5,0
20250714,4,12,4,2,4.66,5.44,0.2625,0.3646999999999999,0.15,0,0.2221999999999999,7.17,0.5,0.0,1,,6,0
20250714,7,1,1,2,5.53,4.57,0.3707999999999999,0.2346,0.17,1,0.4264,6.81,0.0,-0.5,0,,1,1
20250714,7,1,5,2,5.33,5.73,0.2743,0.3659,0.18,0,0.3833,6.83,0.0,-0.5,0,,2,0
20250714,7,1,3,1,3.0,4.0,,,,0,,6.81,0.0,0.0,0,,3,0
20250714,7,1,2,2,3.64,4.59,0.1646999999999999,0.2941,0.19,0,0.265,6.85,0.0,0.0,0,,4,0
20250714,7,1,6,1,2.0,,,,,0,,6.74,0.0,1.0,0,,5,0
20250714,7,1,4,2,4.03,5.5,0.2841,0.4347999999999999,0.15,0,0.3838,6.88,0.0,-0.5,0,,6,0
20250714,7,2,1,2,5.92,6.89,0.4025999999999999,0.5789,0.16,0,0.3495,6.83,0.0,0.0,0,,1,1
20250714,7,2,4,1,4.0,4.0,,,,0,,6.85,0.0,-0.5,0,,2,0
20250714,7,2,5,1,3.0,,,,,0,,6.86,0.5,0.0,0,,3,0
20250714,7,2,6,1,2.0,,,,,0,,6.9,0.0,-0.5,0,,4,0
20250714,7,2,2,3,5.72,4.73,0.3667,0.3636,0.13,1,0.3926,6.8,0.0,-0.5,0,,5,0
20250714,7,2,3,1,2.0,2.0,,,,0,,6.84,0.0,-0.5,0,,6,0
20250714,7,3,6,1,6.0,5.0,,,,0,,6.83,1.0,0.0,0,,1,1
20250714,7,3,5,2,5.63,4.9,0.3947,0.381,0.13,0,0.3496,6.83,0.0,0.0,0,,2,0
20250714,7,3,3,1,4.0,6.0,,,,0,,6.81,0.0,0.0,0,,3,0
20250714,7,3,2,3,6.35,5.83,0.4579,0.4167,0.17,0,0.435,6.83,0.0,-0.5,0,,4,0
20250714,7,3,4,1,5.0,,,,,0,,6.86,0.0,-0.5,0,,5,0
20250714,7,3,1,2,4.74,5.95,0.2917,0.4286,0.17,0,0.3465,6.78,0.0,-0.5,0,,6,0
20250714,7,4,4,3,5.61,0.0,0.3621999999999999,0.0,0.17,1,0.3213,6.76,0.0,-0.5,0,,1,1
20250714,7,4,1,2,5.45,5.52,0.2895,0.32,0.19,0,0.2992,6.8,0.0,-0.5,0,,2,0
20250714,7,4,2,1,5.0,3.0,,,,0,,6.83,0.0,-0.5,0,,3,0
20250714,7,4,5,1,4.0,2.0,,,,0,,6.72,0.0,0.0,0,,4,0
20250714,7,4,3,1,4.0,,,,,0,,6.88,0.0,-0.5,0,,5,0
20250714,7,4,6,1,3.0,,,,,0,,6.84,0.5,0.0,0,,6,0
20250714,7,5,1,3,5.86,5.8,0.4095,0.4667,0.19,0,0.4257,6.84,0.0,0.0,0,,1,1
20250714,7,5,2,1,2.0,5.0,,,,0,,6.81,0.0,-0.5,0,,2,0
20250714,7,5,3,1,2.0,4.0,,,,0,,6.79,0.0,-0.5,0,,3,0
20250714,7,5,4,3,5.58,5.97,0.3263,0.4156,0.17,0,0.3849,6.85,1.5,-0.5,0,,4,0
20250714,7,5,5,2,5.53,4.57,0.3707999999999999,0.2346,0.17,1,0.4264,6.81,0.0,-0.5,0,,5,0
20250714,7,5,6,1,1.96,0.0,0.0266999999999999,0.0,0.19,0,0.3544,6.75,1.0,0.0,0,,6,0
20250714,7,6,5,1,2.0,1.0,,,,0,,6.85,0.0,-0.5,0,,1,1
20250714,7,6,2,3,5.67,6.35,0.3846,0.4515999999999999,0.16,0,0.2962,6.87,0.0,0.0,0,,2,0
20250714,7,6,3,1,1.0,,,,,0,,6.78,0.0,0.0,0,,3,0
20250714,7,6,1,3,5.18,6.71,0.3333,0.5832999999999999,0.19,0,0.4025999999999999,6.84,0.0,-0.5,0,,4,0
20250714,7,6,6,1,1.0,,,,,0,,6.72,0.0,1.5,0,,5,0
20250714,7,6,4,2,4.54,4.42,0.2807,0.2542,0.19,0,0.3194,6.85,0.0,-0.5,0,,6,0
20250714,7,7,1,3,5.72,4.73,0.3667,0.3636,0.13,1,0.3926,6.78,0.0,-0.5,0,,1,1
20250714,7,7,2,2,5.09,6.47,0.35,0.5789,0.17,0,0.3232,6.81,0.5,0.0,0,,2,0
20250714,7,7,5,2,4.84,6.91,0.2078,0.5455,0.15,0,0.364,6.86,0.0,0.0,0,,3,0
20250714,7,7,4,1,4.0,4.0,,,,0,,6.73,0.0,0.5,0,,4,0
20250714,7,7,3,1,2.0,2.0,,,,0,,6.84,0.0,-0.5,0,,5,0
20250714,7,7,6,1,6.0,5.0,,,,0,,6.75,0.0,0.5,0,,6,0
20250714,7,8,4,1,1.0,,,,,0,,6.82,0.0,0.0,0,,1,1
20250714,7,8,6,1,2.0,,,,,0,,6.85,0.0,0.0,0,,2,0
20250714,7,8,5,1,6.0,4.0,,,,0,,6.85,0.0,0.0,0,,3,0
20250714,7,8,1,3,5.61,0.0,0.3621999999999999,0.0,0.17,1,0.3213,6.77,0.0,-0.5,0,,4,0
20250714,7,8,3,2,3.64,4.59,0.1646999999999999,0.2941,0.19,0,0.265,6.82,0.0,0.0,0,,5,0
20250714,7,8,2,1,6.0,3.0,,,,0,,6.89,0.0,0.0,0,,6,0
20250714,7,9,2,2,5.71,6.34,0.3922,0.5313,0.17,0,0.4463,6.8,0.0,-0.5,0,,1,1
20250714,7,9,4,1,3.0,5.0,,,,0,,6.81,1.0,0.0,0,,2,0
20250714,7,9,5,1,4.0,6.0,,,,0,,6.87,0.0,0.0,0,,3,0
20250714,7,9,3,2,5.38,5.87,0.36,0.4681,0.17,0,0.3102,6.8,0.0,0.0,0,,4,0
20250714,7,9,1,3,5.58,5.97,0.3263,0.4156,0.17,0,0.3849,6.89,1.5,-0.5,0,,5,0
20250714,7,9,6,3,5.78,6.0,0.3861,0.3636,0.15,0,0.3724,6.78,0.0,1.0,0,,6,0
20250714,7,10,1,2,4.94,5.2,0.3240999999999999,0.3,0.16,0,0.3086,6.8,0.0,0.0,0,,1,1
20250714,7,10,2,3,5.18,6.71,0.3333,0.5832999999999999,0.19,0,0.4025999999999999,6.95,0.0,-0.5,0,,2,0
20250714,7,10,5,1,2.0,1.0,,,,0,,6.91,0.0,0.0,0,,3,0
20250714,7,10,3,1,1.0,5.0,,,,0,,6.94,0.0,0.0,0,,4,0
20250714,7,10,4,2,5.51,3.94,0.3707999999999999,0.1176,0.17,0,0.3105,6.87,0.0,0.0,0,,5,0
20250714,7,10,6,2,5.92,6.89,0.4025999999999999,0.5789,0.16,0,0.3495,6.94,0.0,0.0,0,,6,0
20250714,7,11,1,4,6.83,6.95,0.5323,0.5714,0.12,1,0.3333,6.76,0.0,0.0,0,,1,1
20250714,7,11,3,1,3.0,1.0,,,,0,,6.88,0.0,-0.5,0,,2,0
20250714,7,11,4,1,3.0,6.0,,,,0,,6.92,0.0,-0.5,0,,3,0
20250714,7,11,6,3,5.67,6.35,0.3846,0.4515999999999999,0.16,0,0.2962,6.91,0.0,0.0,0,,4,0
20250714,7,11,2,1,5.0,1.0,,,,0,,6.86,0.0,-0.5,0,,5,0
20250714,7,11,5,1,4.0,2.0,,,,0,,6.91,0.0,-0.5,0,,6,0
20250714,7,12,1,2,6.96,6.98,0.5942000000000001,0.4564999999999999,0.19,0,0.4029999999999999,6.84,0.0,0.0,0,,1,1
20250714,7,12,4,1,3.0,3.0,,,,0,,6.88,0.0,0.0,0,,2,0
20250714,7,12,2,4,6.38,5.92,0.513,0.4231,0.15,0,0.4085,6.88,0.0,-0.5,0,,3,0
20250714,7,12,3,4,5.99,5.6,0.4191,0.2,0.19,0,0.3933,6.87,0.0,0.0,0,,4,0
20250714,7,12,5,4,6.36,6.58,0.42,0.6667000000000001,0.13,0,0.4211,6.93,0.0,-0.5,0,,5,0
20250714,7,12,6,4,7.12,7.63,0.4468,0.5625,0.12,0,0.3132,6.94,0.0,-0.5,0,,6,0
20250714,9,1,5,2,4.86,3.56,0.2276999999999999,0.0,0.14,0,0.3917,6.9,0.0,0.0,0,,1,1
20250714,9,1,1,4,7.35,7.21,0.5926,0.6842,0.14,0,0.3206,6.97,0.0,-0.5,0,,2,0
20250714,9,1,6,2,4.55,4.54,0.2605,0.1714,0.15,0,0.3774,6.91,0.0,-0.5,0,,3,0
20250714,9,1,3,2,4.43,3.74,0.2373,0.1613,0.19,0,0.1698,6.94,0.0,0.0,0,,4,0
20250714,9,1,4,1,1.08,0.0,0.0,0.0,,0,0.3258,6.94,1.0,-0.5,0,,5,0
20250714,9,2,1,2,4.51,4.46,0.2188,0.2173999999999999,0.18,0,0.3435,6.91,0.0,0.0,0,,1,1
20250714,9,2,3,2,4.17,0.0,0.2234,0.0,0.15,0,0.367,6.89,0.0,-0.5,0,,2,0
20250714,9,2,2,2,4.82,3.93,0.3026,0.1429,0.14,1,0.3071,6.88,0.0,0.0,0,,3,0
20250714,9,2,4,2,2.7,3.44,0.0638,0.1110999999999999,0.18,1,0.3091,6.86,1.5,0.0,0,,4,0
20250714,9,2,5,2,4.82,4.89,0.2347,0.2778,0.19,0,0.3237,6.89,0.0,-0.5,0,,5,0
20250714,9,2,6,1,1.78,1.75,0.0,0.0,0.23,1,0.4443999999999999,6.85,0.0,0.0,0,,6,0
20250714,9,3,4,4,7.53,6.55,0.5897,0.4828,0.13,0,0.3784,6.96,0.0,0.0,0,,1,1
20250714,9,3,3,3,6.09,5.88,0.4216,0.3529,0.14,1,0.2742,6.93,0.0,0.0,0,,2,0
20250714,9,3,5,4,6.63,6.73,0.4752,0.5238,0.17,0,0.3025,6.99,0.0,0.0,0,,3,0
20250714,9,3,2,3,5.99,5.85,0.4416,0.4567,0.15,1,0.3902,6.93,0.0,0.0,0,,4,0
20250714,9,3,1,2,3.88,4.69,0.1780999999999999,0.25,0.17,0,0.2927,6.94,0.0,0.0,0,,5,0
20250714,9,3,6,1,0.95,0.0,0.0,0.0,,0,0.3361,6.94,0.0,0.0,0,,6,0
20250714,9,4,5,3,5.51,6.11,0.3226,0.4736999999999999,0.17,1,0.3364,6.9,0.0,0.0,0,,1,1
20250714,9,4,4,4,7.19,6.64,0.6015999999999999,0.5455,0.13,0,0.3818,6.96,0.0,0.0,0,,2,0
20250714,9,4,2,3,5.28,5.45,0.3667,0.35,0.18,0,0.354,6.97,0.0,0.0,0,,3,0
20250714,9,4,1,2,5.36,5.23,0.3918999999999999,0.3333,0.15,0,0.3404,6.93,0.0,0.0,0,,4,0
20250714,9,4,6,2,3.84,4.67,0.1707,0.3333,0.21,0,0.3394,7.02,0.0,-0.5,0,,5,0
20250714,9,4,3,3,6.02,7.55,0.427,0.55,0.16,0,0.2981,6.92,0.0,-0.5,0,,6,0
