date,venue_code,race_no,boat_no,racer_grade_num,win_rate,local_win_rate,national_2rate,local_2rate,st_avg,fly_count,motor_rate,exhibition_time,exhibition_st,tilt,is_night,wind_speed,rank,is_first
20260114,1,4,2,2,4.47,3.73,0.2571,0.1818,0.18,0,0.4443999999999999,6.84,0.0,0.0,0,8,6,0
20260114,1,4,3,2,4.59,5.04,0.2307999999999999,0.3478,0.17,0,0.7222,6.81,0.0,0.0,0,8,2,0
20260114,1,4,4,3,5.35,0.0,0.3478,0.0,0.15,0,0.1667,6.97,0.0,0.0,0,8,3,0
20260114,1,4,5,4,6.75,7.22,0.5,0.7778,0.13,0,0.2857,6.98,0.0,0.0,0,8,4,0
20260114,1,4,6,2,4.68,6.2,0.2766,0.4,0.17,0,0.2221999999999999,6.99,0.0,0.0,0,8,5,0
20260114,1,5,1,2,4.98,0.0,0.2747,0.0,0.16,0,0.0,6.96,1.0,0.0,0,9,3,0
20260114,1,5,2,2,4.24,4.8,0.2473999999999999,0.3,0.2,0,0.6470999999999999,6.96,0.0,0.0,0,9,4,0
20260114,1,5,3,1,3.79,2.44,0.1714,0.0,0.21,0,0.2221999999999999,6.83,0.0,0.0,0,9,6,0
20260114,1,5,4,2,5.42,3.83,0.3896,0.1667,0.19,0,0.7778,6.9,0.0,0.0,0,9,5,0
20260114,1,5,5,4,6.34,6.92,0.4063,0.5832999999999999,0.12,0,0.5,6.84,0.0,0.0,0,9,1,1
20260114,1,5,6,4,7.09,6.5,0.5203,0.5556,0.15,0,0.5,7.01,0.0,0.0,0,9,2,0
20260114,1,6,1,4,6.91,8.2,0.5421,0.8,0.13,0,0.3333,6.78,0.0,0.0,0,8,1,1
20260114,1,6,2,2,3.64,3.8,0.1791,0.2,0.17,1,0.5556,6.94,0.5,0.0,0,8,2,0
20260114,1,6,3,2,4.32,3.89,0.1828999999999999,0.2221999999999999,0.15,0,0.1110999999999999,6.99,0.0,0.5,0,8,3,0
20260114,1,6,4,2,4.21,4.65,0.2246999999999999,0.2609,0.18,0,0.25,6.86,2.5,0.0,0,8,4,0
20260114,1,6,5,2,5.64,5.84,0.4045,0.4052,0.17,0,0.5556,6.96,0.0,0.0,0,8,5,0
20260114,1,6,6,2,4.8,5.17,0.2273,0.2857,0.19,0,0.6667000000000001,6.86,0.0,0.0,0,8,6,0
20260114,1,7,1,3,6.04,6.03,0.416,0.4474,0.16,0,0.1667,6.87,0.0,0.0,0,7,1,1
20260114,1,7,2,2,3.98,0.0,0.1222,0.0,0.16,0,0.5294,6.89,0.0,0.0,0,7,4,0
20260114,1,7,3,4,6.71,6.05,0.5242,0.4736999999999999,0.14,0,0.3,6.95,0.0,-0.5,0,7,2,0
20260114,1,7,4,2,3.37,1.22,0.1494,0.0,0.19,0,0.1110999999999999,6.94,0.5,0.0,0,7,3,0
20260114,1,7,5,2,4.86,5.07,0.2784,0.297,0.18,0,0.0,7.03,0.0,0.0,0,7,5,0
20260114,1,7,6,2,4.81,4.45,0.2754,0.2414,0.16,0,0.1429,6.95,0.0,0.0,0,7,6,0
20260114,1,8,1,3,5.78,6.13,0.4299,0.4345,0.15,0,0.3,6.87,0.0,0.0,0,6,1,1
20260114,1,8,2,2,4.59,5.04,0.2307999999999999,0.3478,0.17,0,0.7222,6.91,0.0,0.0,0,6,3,0
20260114,1,8,3,1,4.1,3.38,0.1613,0.125,0.2,0,0.1176,6.95,0.0,0.0,0,6,5,0
20260114,1,8,4,2,3.91,5.11,0.1975,0.3333,0.19,0,0.1110999999999999,6.8,0.0,0.0,0,6,4,0
20260114,1,8,5,4,7.13,7.67,0.54,0.6667000000000001,0.13,0,0.25,6.88,0.0,0.0,0,6,2,0
20260114,1,8,6,2,3.27,3.67,0.1216,0.1110999999999999,0.2,0,0.0,6.85,0.0,0.0,0,6,6,0
20260114,1,9,1,1,6.09,0.0,0.3824,0.0,0.16,0,0.3333,6.72,0.0,0.0,1,3,1,1
20260114,1,9,2,4,6.75,7.22,0.5,0.7778,0.13,0,0.2857,6.78,0.0,0.0,1,3,3,0
20260114,1,9,3,3,5.22,7.8,0.3596,0.7,0.14,0,0.0,6.87,0.0,0.0,1,3,4,0
20260114,1,9,4,2,4.24,4.8,0.2473999999999999,0.3,0.2,0,0.6470999999999999,6.87,0.0,0.0,1,3,5,0
20260114,1,9,5,3,5.76,5.3,0.4063,0.4,0.15,0,0.5556,6.72,0.0,0.0,1,3,6,0
20260114,1,9,6,4,6.57,6.73,0.4831,0.5333,0.15,1,0.25,6.76,0.0,0.0,1,3,2,0
20260114,1,10,1,2,5.42,3.83,0.3896,0.1667,0.19,0,0.7778,6.68,0.5,0.0,1,3,3,0
20260114,1,10,2,3,6.06,6.0,0.4761999999999999,0.4286,0.16,0,0.375,6.73,0.0,0.0,1,3,1,1
20260114,1,10,3,4,6.96,6.65,0.5041,0.4324,0.14,1,0.4443999999999999,6.71,0.0,0.0,1,3,2,0
20260114,1,10,4,4,6.48,6.34,0.4846,0.5,0.15,0,0.3,6.72,0.0,0.0,1,3,4,0
20260114,1,10,5,2,4.8,5.17,0.2273,0.2857,0.19,0,0.6667000000000001,6.8,0.0,0.0,1,3,6,0
20260114,1,10,6,3,5.66,5.76,0.3981,0.3776,0.18,0,0.4443999999999999,6.78,0.0,0.0,1,3,5,0
20260114,1,11,1,3,6.28,5.36,0.4472,0.3636,0.17,0,0.4,6.88,0.0,0.0,1,5,3,0
20260114,1,11,2,2,4.35,3.88,0.1805999999999999,0.0,0.18,0,0.375,6.89,0.0,-0.5,1,5,2,0
20260114,1,11,3,4,6.34,6.92,0.4063,0.5832999999999999,0.12,0,0.5,6.9,0.0,0.0,1,5,4,0
20260114,1,11,4,4,6.91,8.2,0.5421,0.8,0.13,0,0.3333,6.81,0.0,0.0,1,5,1,1
20260114,1,11,5,3,5.35,0.0,0.3478,0.0,0.15,0,0.1667,6.81,0.0,0.0,1,5,6,0
20260114,1,11,6,2,3.68,2.56,0.1789,0.0556,0.2,0,0.2,6.95,0.0,0.0,1,5,5,0
20260114,1,12,1,4,7.13,7.67,0.54,0.6667000000000001,0.13,0,0.25,6.86,0.0,0.0,1,4,1,1
20260114,1,12,2,3,5.69,0.0,0.4023,0.0,0.15,1,0.3,6.84,0.0,0.0,1,4,6,0
20260114,1,12,3,2,4.47,3.73,0.2571,0.1818,0.18,0,0.4443999999999999,6.77,0.0,0.0,1,4,4,0
20260114,1,12,4,3,5.85,6.61,0.4034,0.5455,0.17,1,0.6667000000000001,6.71,0.0,0.0,1,4,2,0
20260114,1,12,5,2,4.32,3.89,0.1828999999999999,0.2221999999999999,0.15,0,0.1110999999999999,6.77,0.0,0.5,1,4,5,0
20260114,1,12,6,4,6.71,6.05,0.5242,0.4736999999999999,0.14,0,0.3,6.78,0.0,0.0,1,4,3,0
20260114,2,1,1,2,4.18,4.75,0.1667,0.2098999999999999,0.16,0,0.3619,6.77,0.0,-0.5,0,4,1,1
20260114,2,1,2,2,5.47,4.71,0.3361,0.2647,0.17,0,0.4128,6.79,0.0,-0.5,0,4,2,0
20260114,2,1,3,2,4.22,3.87,0.198,0.2,0.18,0,0.1705,6.79,0.0,0.0,0,4,4,0
20260114,2,1,4,2,4.48,4.46,0.191,0.2,0.19,0,0.2766,6.86,0.0,-0.5,0,4,5,0
20260114,2,1,5,2,4.95,0.0,0.2959,0.0,0.18,0,0.3689,6.86,0.0,-0.5,0,4,3,0
20260114,2,1,6,2,2.3,2.0,0.0333,0.0,0.2,0,0.3519,6.73,0.5,-0.5,0,4,6,0
20260114,2,2,1,2,4.08,0.0,0.1369999999999999,0.0,0.16,0,0.3776,6.82,0.0,0.0,0,3,6,0
20260114,2,2,2,2,4.43,4.46,0.1875,0.1607,0.19,0,0.3661,6.81,1.5,-0.5,0,3,2,0
20260114,2,2,3,2,4.57,2.5,0.2614,0.0625,0.16,0,0.3829999999999999,6.81,0.0,-0.5,0,3,5,0
20260114,2,2,4,2,3.68,3.87,0.127,0.1333,0.15,0,0.4529999999999999,6.78,0.0,0.0,0,3,1,1
20260114,2,2,5,2,4.53,0.0,0.2375,0.0,0.17,0,0.1905,6.83,0.0,0.0,0,3,3,0
20260114,2,2,6,3,4.9,4.94,0.2755,0.2969,0.18,0,0.4245,6.68,0.0,-0.5,0,3,4,0
20260114,2,3,1,2,3.44,0.0,0.1346,0.0,0.18,1,0.2532,6.75,0.0,0.0,0,1,6,0
20260114,2,3,2,2,4.09,4.23,0.1867,0.1923,0.19,0,0.2375,6.9,0.0,-0.5,0,1,2,0
20260114,2,3,3,4,6.3,6.62,0.419,0.4667,0.13,0,0.3204,6.89,0.0,0.0,0,1,4,0
20260114,2,3,4,2,5.47,0.0,0.3333,0.0,0.15,0,0.3846,6.73,1.0,-0.5,0,1,1,1
20260114,2,3,5,2,5.07,5.38,0.2763,0.3438,0.15,0,0.3613,6.79,0.0,-0.5,0,1,3,0
20260114,2,3,6,1,0.94,0.0,0.0,0.0,,0,0.3646999999999999,6.87,0.5,-0.5,0,1,5,0
20260114,2,4,1,1,5.43,5.45,0.3928999999999999,0.25,0.14,0,0.2,6.73,0.0,-0.5,0,2,4,0
20260114,2,4,2,3,5.63,6.09,0.3883,0.4545,0.14,1,0.4356,6.78,0.5,-0.5,0,2,1,1
20260114,2,4,3,2,4.87,4.11,0.2526,0.3157999999999999,0.18,0,0.4045,6.78,0.0,-0.5,0,2,6,0
20260114,2,4,4,2,2.81,2.11,0.0962,0.0,0.17,2,0.3578,6.81,0.0,-0.5,0,2,2,0
20260114,2,4,5,3,6.19,5.67,0.4602,0.4583,0.15,0,0.1905,6.76,0.0,-0.5,0,2,3,0
20260114,2,4,6,2,3.42,4.56,0.0986,0.1110999999999999,0.2,0,0.2151,6.8,0.0,-0.5,0,2,5,0
20260114,2,5,1,3,5.47,6.42,0.3258,0.5,0.17,0,0.4271999999999999,6.79,0.0,0.0,0,3,4,0
20260114,2,5,2,2,4.22,3.87,0.198,0.2,0.18,0,0.1705,6.8,0.0,0.0,0,3,6,0
20260114,2,5,3,2,4.08,5.27,0.1882,0.2727,0.16,0,0.25,6.77,0.0,0.0,0,3,3,0
20260114,2,5,4,1,1.0,,,,,0,,6.65,0.0,0.5,0,3,1,1
20260114,2,5,5,2,4.13,4.0,0.1632999999999999,0.1667,0.18,0,0.25,6.84,0.0,-0.5,0,3,5,0
20260114,2,5,6,1,2.0,,,,,0,,6.77,0.0,-0.5,0,3,2,0
20260114,2,6,1,2,4.27,4.13,0.1969999999999999,0.1875,0.17,0,0.3654,6.78,0.0,-0.5,0,4,1,1
20260114,2,6,2,4,6.49,5.78,0.5085999999999999,0.4347999999999999,0.15,0,0.1406,6.85,1.0,-0.5,0,4,2,0
20260114,2,6,3,2,4.48,4.46,0.191,0.2,0.19,0,0.2766,6.87,0.0,-0.5,0,4,5,0
20260114,2,6,4,3,5.25,4.17,0.3214,0.3333,0.14,1,0.3515999999999999,6.84,0.0,0.0,0,4,3,0
20260114,2,6,5,2,4.08,0.0,0.1369999999999999,0.0,0.16,0,0.3776,6.86,0.0,-0.5,0,4,6,0
20260114,2,6,6,2,4.95,0.0,0.2959,0.0,0.18,0,0.3689,6.95,0.0,-0.5,0,4,4,0
20260114,2,7,1,3,5.76,5.76,0.3276,0.3922,0.18,0,0.241,6.73,0.0,0.0,0,4,1,1
20260114,2,7,2,2,4.53,0.0,0.2375,0.0,0.17,0,0.1905,6.81,0.0,0.0,0,4,4,0
20260114,2,7,3,2,5.47,4.71,0.3361,0.2647,0.17,0,0.4128,6.76,0.0,-0.5,0,4,2,0
20260114,2,7,4,2,4.09,4.23,0.1867,0.1923,0.19,0,0.2375,6.82,0.0,0.0,0,4,3,0
20260114,2,7,5,1,0.94,0.0,0.0,0.0,,0,0.3646999999999999,6.83,0.5,-0.5,0,4,6,0
20260114,2,7,6,1,1.0,,,,,0,,6.76,1.5,-0.5,0,4,5,0
20260114,2,8,1,2,3.42,4.56,0.0986,0.1110999999999999,0.2,0,0.2151,6.77,0.0,-0.5,0,4,3,0
20260114,2,8,2,1,4.0,3.0,,,,0,,6.73,0.0,-0.5,0,4,6,0
20260114,2,8,3,2,3.44,3.24,0.1515,0.1351,0.21,0,0.4128,6.84,0.0,-0.5,0,4,2,0
20260114,2,8,4,1,1.68,0.0,0.0,0.0,0.24,0,0.31,6.75,0.0,-0.5,0,4,4,0
20260114,2,8,5,1,5.43,5.45,0.3928999999999999,0.25,0.14,0,0.2,6.75,0.0,-0.5,0,4,1,1
20260114,2,8,6,1,1.0,5.0,,,,0,,6.8,0.0,-0.5,0,4,5,0
20260114,2,9,1,3,4.9,4.94,0.2755,0.2969,0.18,0,0.4245,6.8,0.0,-0.5,0,4,1,1
20260114,2,9,2,2,4.87,4.11,0.2526,0.3157999999999999,0.18,0,0.4045,6.73,0.0,0.0,0,4,2,0
20260114,2,9,3,1,4.0,1.0,,,,0,,6.87,0.0,-0.5,0,4,6,0
20260114,2,9,4,2,4.57,2.5,0.2614,0.0625,0.16,0,0.3829999999999999,6.83,0.0,-0.5,0,4,4,0
20260114,2,9,5,1,3.0,1.0,,,,0,,6.79,0.0,0.0,0,4,3,0
20260114,2,9,6,1,2.0,,,,,0,,6.79,0.0,0.0,0,4,5,0
20260114,2,10,1,2,5.07,5.38,0.2763,0.3438,0.15,0,0.3613,6.72,0.0,-0.5,0,4,1,1
20260114,2,10,2,1,3.0,,,,,0,,6.84,0.0,0.0,0,4,6,0
20260114,2,10,3,1,5.0,,,,,0,,6.78,0.0,0.0,0,4,2,0
20260114,2,10,4,4,6.3,6.62,0.419,0.4667,0.13,0,0.3204,6.89,0.0,-0.5,0,4,3,0
20260114,2,10,5,3,5.63,6.09,0.3883,0.4545,0.14,1,0.4356,6.79,0.5,-0.5,0,4,4,0
20260114,2,10,6,2,4.27,4.13,0.1969999999999999,0.1875,0.17,0,0.3654,6.79,0.0,-0.5,0,4,5,0
20260114,2,11,1,3,6.19,5.67,0.4602,0.4583,0.15,0,0.1905,6.71,0.0,-0.5,0,3,1,1
20260114,2,11,2,2,5.47,0.0,0.3333,0.0,0.15,0,0.3846,6.74,1.0,-0.5,0,3,2,0
20260114,2,11,3,1,1.0,,,,,0,,6.65,0.0,0.0,0,3,4,0
20260114,2,11,4,1,3.0,2.0,,,,0,,6.83,0.0,-0.5,0,3,5,0
20260114,2,11,5,4,6.49,5.78,0.5085999999999999,0.4347999999999999,0.15,0,0.1406,6.78,1.0,-0.5,0,3,3,0
20260114,2,11,6,1,1.0,,,,,0,,6.68,0.0,0.0,0,3,6,0
20260114,2,12,1,4,6.41,7.35,0.4871999999999999,0.6470999999999999,0.14,1,0.3707,6.78,0.0,-0.5,0,3,1,1
20260114,2,12,2,3,5.75,4.52,0.3725,0.2,0.15,0,0.266,6.77,0.0,-0.5,0,3,3,0
20260114,2,12,3,4,7.51,6.83,0.6769,0.4828,0.14,0,0.2092999999999999,6.72,0.0,0.0,0,3,2,0
20260114,2,12,4,4,6.47,7.7,0.4761999999999999,0.6,0.15,0,0.3365999999999999,6.78,0.0,-0.5,0,3,6,0
20260114,2,12,5,4,7.02,8.03,0.5893,0.6452,0.12,1,0.253,6.71,0.0,-0.5,0,3,5,0
20260114,2,12,6,2,4.2,4.56,0.1685,0.2,0.17,0,0.2326,6.82,0.0,-0.5,0,3,4,0
20260114,3,1,1,2,4.13,5.13,0.1687999999999999,0.3023,0.19,0,0.3649,6.72,1.5,0.0,0,5,3,0
20260114,3,1,2,2,4.79,5.0,0.28,0.3636,0.16,1,0.3791,6.59,1.0,0.0,0,5,2,0
20260114,3,1,3,1,3.68,5.67,0.12,0.3889,0.17,0,0.209,6.75,0.0,0.5,0,5,4,0
20260114,3,1,4,2,5.67,4.44,0.3558,0.1852,0.17,1,0.3856,6.57,0.5,0.0,0,5,1,1
20260114,3,1,5,2,2.84,2.75,0.1143,0.1071,0.17,0,0.2966,6.68,1.5,1.0,0,5,5,0
20260114,3,1,6,1,2.29,2.33,0.0169,0.0,0.22,0,0.2429,6.73,0.0,0.0,0,5,6,0
20260114,3,2,1,2,4.67,4.83,0.254,0.2778,0.17,0,0.4481,6.71,0.0,0.5,0,4,1,1
20260114,3,2,2,3,4.83,5.71,0.303,0.3768,0.16,1,0.4768,6.84,0.0,0.5,0,4,2,0
20260114,3,2,3,3,5.53,6.11,0.3333,0.4167,0.17,0,0.3226,6.74,0.0,1.0,0,4,3,0
20260114,3,2,4,1,1.7,1.5,0.0175,0.0,0.24,0,0.2632,6.85,0.5,0.5,0,4,5,0
20260114,3,2,5,2,4.38,4.44,0.2299,0.3333,0.14,0,0.3647999999999999,6.78,0.0,0.0,0,4,4,0
20260114,3,2,6,2,4.39,5.47,0.2568,0.3256,0.18,0,0.3247,6.76,0.0,1.0,0,4,9,0
20260114,3,3,1,3,5.48,5.02,0.3146,0.2791,0.14,1,0.2925,6.75,0.0,0.5,0,4,1,1
20260114,3,3,2,2,4.74,5.07,0.2639,0.2414,0.13,0,0.3247,6.84,0.0,0.5,0,4,2,0
20260114,3,3,3,2,4.86,4.29,0.3012,0.1429,0.23,0,0.2617,6.87,0.0,0.0,0,4,3,0
20260114,3,3,4,1,3.56,4.84,0.1127,0.2973,0.16,0,0.2848,6.8,0.0,1.0,0,4,5,0
20260114,3,3,5,2,2.7,0.0,0.0781,0.0,0.16,1,0.2639,6.85,0.0,1.0,0,4,6,0
20260114,3,3,6,2,5.2,6.0,0.3,0.375,0.18,0,0.3097,6.94,0.5,0.0,0,4,4,0
20260114,3,4,1,2,4.14,3.17,0.1805999999999999,0.1667,0.23,0,0.2895,6.83,0.0,0.5,0,3,1,1
20260114,3,4,2,2,4.54,4.82,0.2353,0.2273,0.18,0,0.2910999999999999,6.8,0.0,0.5,0,3,2,0
20260114,3,4,3,2,4.32,4.76,0.2118,0.26,0.2,0,0.4052,6.73,0.0,1.0,0,3,3,0
20260114,3,4,4,2,2.67,0.0,0.0469,0.0,0.17,0,0.38,6.71,1.0,0.5,0,3,6,0
20260114,3,4,5,3,6.08,4.68,0.3962,0.2903,0.15,1,0.3354999999999999,6.7,0.0,1.0,0,3,4,0
20260114,3,4,6,1,4.98,5.03,0.3091,0.3165,0.21,0,0.2917,6.96,0.0,0.5,0,3,5,0
20260114,3,5,1,4,6.08,6.26,0.47,0.5128,0.17,0,0.2769999999999999,6.71,0.0,1.0,0,3,3,0
20260114,3,5,2,2,4.95,7.14,0.24,0.5714,0.14,0,0.3547999999999999,6.79,0.0,0.5,0,3,2,0
20260114,3,5,3,2,5.22,5.41,0.3718,0.2813,0.17,0,0.3092,6.79,0.0,0.5,0,3,5,0
20260114,3,5,4,2,4.37,4.84,0.2133,0.36,0.15,0,0.4295,6.76,0.0,0.5,0,3,1,1
20260114,3,5,5,2,4.72,5.06,0.2442,0.375,0.14,0,0.3529,6.89,0.0,1.5,0,3,4,0
20260114,3,5,6,1,2.29,2.33,0.0169,0.0,0.22,0,0.2429,6.91,0.0,0.0,0,3,6,0
20260114,3,6,1,2,4.38,4.44,0.2299,0.3333,0.14,0,0.3647999999999999,6.78,0.0,0.0,0,4,2,0
20260114,3,6,2,2,5.38,2.92,0.3026,0.08,0.13,0,0.2653,6.8,0.0,0.5,0,4,6,0
20260114,3,6,3,3,5.27,6.09,0.3372,0.4688,0.16,0,0.3567,6.92,0.0,1.0,0,4,3,0
20260114,3,6,4,1,3.68,5.67,0.12,0.3889,0.17,0,0.209,6.87,0.0,1.0,0,4,4,0
20260114,3,6,5,2,4.8,4.2,0.25,0.3,0.16,0,0.2553,6.83,0.0,1.0,0,4,1,1
20260114,3,6,6,2,5.02,4.0,0.3231,0.1429,0.17,0,0.2689999999999999,7.09,2.0,0.5,0,4,5,0
20260114,3,7,1,3,5.53,6.11,0.3333,0.4167,0.17,0,0.3226,6.81,0.0,1.0,0,4,2,0
20260114,3,7,2,4,7.32,5.57,0.5355,0.3333,0.14,0,0.2744999999999999,6.7,0.0,1.5,0,4,3,0
20260114,3,7,3,2,4.13,5.13,0.1687999999999999,0.3023,0.19,0,0.3649,6.92,1.5,0.5,0,4,4,0
20260114,3,7,4,2,5.26,4.93,0.3082999999999999,0.2826,0.15,0,0.2987,6.98,0.0,0.5,0,4,5,0
20260114,3,7,5,2,5.46,5.67,0.37,0.3333,0.18,0,0.3051999999999999,6.83,0.0,0.0,0,4,1,1
20260114,3,7,6,2,2.7,0.0,0.0781,0.0,0.16,1,0.2639,6.91,0.0,1.0,0,4,6,0
20260114,3,8,1,3,4.83,5.71,0.303,0.3768,0.16,1,0.4768,6.86,0.0,0.5,0,3,1,1
20260114,3,8,2,2,4.32,4.76,0.2118,0.26,0.2,0,0.4052,6.75,0.0,1.0,0,3,4,0
20260114,3,8,3,3,6.19,6.07,0.4159,0.4286,0.13,0,0.2885999999999999,6.8,0.5,0.5,0,3,5,0
20260114,3,8,4,2,3.49,0.0,0.1571,0.0,0.18,0,0.4,6.75,0.0,0.5,0,3,3,0
20260114,3,8,5,2,4.79,5.0,0.28,0.3636,0.16,1,0.3791,6.75,1.0,0.5,0,3,2,0
20260114,3,8,6,1,3.56,4.84,0.1127,0.2973,0.16,0,0.2848,6.66,0.0,1.0,0,3,6,0
20260114,3,9,1,4,6.52,5.93,0.5,0.4667,0.18,0,0.2657,6.86,0.0,0.5,0,5,4,0
20260114,3,9,2,2,4.86,4.29,0.3012,0.1429,0.23,0,0.2617,6.78,0.0,0.0,0,5,1,1
20260114,3,9,3,2,4.67,4.83,0.254,0.2778,0.17,0,0.4481,6.75,0.0,0.5,0,5,6,0
20260114,3,9,4,3,6.08,4.68,0.3962,0.2903,0.15,1,0.3354999999999999,6.75,0.0,1.0,0,5,2,0
20260114,3,9,5,2,5.67,4.44,0.3558,0.1852,0.17,1,0.3856,6.83,0.5,0.5,0,5,5,0
20260114,3,9,6,2,4.37,4.84,0.2133,0.36,0.15,0,0.4295,6.88,0.0,0.5,0,5,3,0
20260114,3,10,1,3,5.91,5.2,0.3535,0.2,0.16,1,0.2774,6.74,1.0,0.0,0,5,2,0
20260114,3,10,2,2,4.8,4.2,0.25,0.3,0.16,0,0.2553,6.73,0.0,1.0,0,5,3,0
20260114,3,10,3,3,5.48,5.02,0.3146,0.2791,0.14,1,0.2925,6.7,0.0,0.5,0,5,5,0
20260114,3,10,4,2,4.14,3.17,0.1805999999999999,0.1667,0.23,0,0.2895,6.8,0.0,0.5,0,5,4,0
20260114,3,10,5,2,4.95,7.14,0.24,0.5714,0.14,0,0.3547999999999999,6.77,0.0,1.0,0,5,1,1
20260114,3,10,6,1,1.7,1.5,0.0175,0.0,0.24,0,0.2632,6.9,0.5,0.5,0,5,6,0
20260114,3,11,1,4,7.0,6.42,0.5096,0.4167,0.14,0,0.3333,6.66,0.0,0.5,0,5,2,0
20260114,3,11,2,2,4.72,5.06,0.2442,0.375,0.14,0,0.3529,6.56,0.0,1.0,0,5,6,0
20260114,3,11,3,2,4.39,5.47,0.2568,0.3256,0.18,0,0.3247,6.67,0.0,1.0,0,5,5,0
20260114,3,11,4,3,5.27,6.09,0.3372,0.4688,0.16,0,0.3567,6.8,0.0,0.5,0,5,4,0
20260114,3,11,5,2,4.74,5.07,0.2639,0.2414,0.13,0,0.3247,6.74,0.0,0.0,0,5,1,1
20260114,3,11,6,2,5.26,4.93,0.3082999999999999,0.2826,0.15,0,0.2987,6.76,0.0,0.0,0,5,3,0
20260114,3,12,1,4,7.24,8.0,0.5468999999999999,0.7241,0.14,1,0.2866,6.59,0.0,-0.5,0,4,1,1
20260114,3,12,2,2,5.46,5.67,0.37,0.3333,0.18,0,0.3051999999999999,6.63,0.0,0.0,0,4,2,0
20260114,3,12,3,2,5.02,4.0,0.3231,0.1429,0.17,0,0.2689999999999999,6.67,2.0,0.5,0,4,9,0
20260114,3,12,4,2,4.72,5.56,0.2459,0.3651,0.17,0,0.3203,6.75,0.0,0.5,0,4,4,0
20260114,3,12,5,3,6.19,6.07,0.4159,0.4286,0.13,0,0.2885999999999999,6.65,0.5,0.5,0,4,3,0
20260114,3,12,6,2,4.54,4.82,0.2353,0.2273,0.18,0,0.2910999999999999,6.78,0.0,0.5,0,4,5,0
20260114,4,1,1,2,4.31,3.79,0.25,0.2069,0.18,0,0.4947999999999999,6.76,0.0,-0.5,0,3,1,1
20260114,4,1,2,2,2.63,2.0,0.0576999999999999,0.0,0.22,0,0.2473999999999999,6.77,0.0,0.0,0,3,6,0
20260114,4,1,3,2,4.53,5.63,0.1632999999999999,0.3261,0.21,0,0.375,6.84,0.0,-0.5,0,3,2,0
20260114,4,1,4,2,4.68,3.89,0.3049,0.2221999999999999,0.17,0,0.2959,6.86,0.0,0.0,0,3,3,0
20260114,4,1,5,2,3.38,2.6,0.0951999999999999,0.04,0.18,0,0.3737,6.83,2.5,-0.5,0,3,5,0
20260114,4,1,6,3,5.65,6.29,0.4015999999999999,0.4286,0.15,0,0.3925,6.85,0.0,0.0,0,3,4,0
20260114,4,2,1,2,5.39,4.78,0.3398,0.3333,0.18,0,0.4231,6.69,0.0,-0.5,0,3,1,1
20260114,4,2,2,2,4.79,5.0,0.2368,0.2692,0.14,0,0.3762,6.71,0.0,0.0,0,3,2,0
20260114,4,2,3,3,5.65,7.29,0.3852,0.5882000000000001,0.15,0,0.3645,6.73,0.0,-0.5,0,3,3,0
